repo,tool,n_all_tp,n_all_fp,n_all_fn,n_imp_tp,n_imp_fp,n_imp_fn,n_impT_tp,n_impT_fp,n_impT_fn,v_all_tp,v_all_fp,v_all_fn,v_imp_tp,v_imp_fp,v_imp_fn,v_impT_tp,v_impT_fp,v_impT_fn,fp_test,fp_otherOS,fp_direct_unused,fp_indirect_unused,fp_resid_gosum,fp_resid_sibling
RichardKnop__jsonhal,syft,4,0,0,1,3,0,4,0,0,4,0,0,1,3,0,4,0,0,3,0,0,0,0,0
RichardKnop__jsonhal,trivy,4,0,0,1,3,0,4,0,0,4,0,0,1,3,0,4,0,0,3,0,0,0,0,0
RichardKnop__jsonhal,cdxgen,1,0,3,1,0,0,1,0,3,1,0,3,1,0,0,1,0,3,0,0,0,0,0,0
RichardKnop__jsonhal,cyclonedx-gomod,1,0,3,1,0,0,1,0,3,1,0,3,1,0,0,1,0,3,0,0,0,0,0,0
RichardKnop__machinery,syft,67,20,51,46,41,0,50,37,0,66,33,52,46,53,0,50,49,0,4,0,0,5,12,20
RichardKnop__machinery,trivy,57,19,61,46,30,0,50,26,0,56,30,62,46,40,0,50,36,0,4,0,0,5,2,19
RichardKnop__machinery,cdxgen,47,18,71,46,19,0,46,19,4,47,27,71,46,28,0,46,28,4,0,0,0,0,1,18
RichardKnop__machinery,cyclonedx-gomod,51,0,67,46,5,0,46,5,4,51,0,67,46,5,0,46,5,4,0,0,0,5,0,0
RichardKnop__minisql,syft,23,0,19,7,16,0,13,10,0,23,0,19,7,16,0,13,10,0,6,0,1,7,2,0
RichardKnop__minisql,trivy,21,0,21,7,14,0,13,8,0,21,0,21,7,14,0,13,8,0,6,0,1,7,0,0
RichardKnop__minisql,cdxgen,7,0,35,7,0,0,7,0,6,7,0,35,7,0,0,7,0,6,0,0,0,0,0,0
RichardKnop__minisql,cyclonedx-gomod,7,0,35,7,0,0,7,0,6,7,0,35,7,0,0,7,0,6,0,0,0,0,0,0
RoaringBitmap__roaring,syft,14,0,5,2,12,0,7,7,0,14,0,5,2,12,0,7,7,0,5,0,0,5,2,0
RoaringBitmap__roaring,trivy,12,0,7,2,10,0,7,5,0,12,0,7,2,10,0,7,5,0,5,0,0,5,0,0
RoaringBitmap__roaring,cdxgen,2,0,17,2,0,0,2,0,5,2,0,17,2,0,0,2,0,5,0,0,0,0,0,0
RoaringBitmap__roaring,cyclonedx-gomod,7,0,12,2,5,0,2,5,5,7,0,12,2,5,0,2,5,5,0,0,0,5,0,0
SaiNageswarS__go-api-boot,syft,111,0,197,92,19,0,92,19,0,111,0,197,92,19,0,92,19,0,0,1,0,0,18,0
SaiNageswarS__go-api-boot,trivy,93,0,215,92,1,0,92,1,0,93,0,215,92,1,0,92,1,0,0,1,0,0,0,0
SaiNageswarS__go-api-boot,cdxgen,92,0,216,92,0,0,92,0,0,92,0,216,92,0,0,92,0,0,0,0,0,0,0,0
SaiNageswarS__go-api-boot,cyclonedx-gomod,88,0,220,87,1,5,87,1,5,88,0,220,87,1,5,87,1,5,0,1,0,0,0,0
SeldonIO__goven,syft,39,0,42,4,35,0,21,18,0,39,0,42,4,35,0,21,18,0,17,0,0,0,18,0
SeldonIO__goven,trivy,21,0,60,4,17,0,21,0,0,21,0,60,4,17,0,21,0,0,17,0,0,0,0,0
SeldonIO__goven,cdxgen,4,0,77,4,0,0,4,0,17,4,0,77,4,0,0,4,0,17,0,0,0,0,0,0
SeldonIO__goven,cyclonedx-gomod,4,0,77,4,0,0,4,0,17,4,0,77,4,0,0,4,0,17,0,0,0,0,0,0
Sherifabdlnaby__gpool,syft,0,2,0,1,1,0,1,1,0,0,2,0,1,1,0,1,1,0,0,0,0,1,0,0
Sherifabdlnaby__gpool,trivy,0,2,0,1,1,0,1,1,0,0,2,0,1,1,0,1,1,0,0,0,0,1,0,0
Sherifabdlnaby__gpool,cdxgen,0,2,0,1,1,0,1,1,0,0,2,0,1,1,0,1,1,0,0,0,0,1,0,0
Sherifabdlnaby__gpool,cyclonedx-gomod,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
SimonBaeumer__commander,syft,0,39,0,28,11,0,30,9,0,0,39,0,28,11,0,30,9,0,2,2,0,7,0,0
SimonBaeumer__commander,trivy,0,39,0,28,11,0,30,9,0,0,39,0,28,11,0,30,9,0,2,2,0,7,0,0
SimonBaeumer__commander,cdxgen,0,39,0,28,11,0,30,9,0,0,39,0,28,11,0,30,9,0,2,2,0,7,0,0
SimonBaeumer__commander,cyclonedx-gomod,0,29,0,25,4,3,25,4,5,0,29,0,25,4,3,25,4,5,0,2,0,2,0,0
Sioro-Neoku__go-peerflix,syft,46,0,75,34,12,0,34,12,0,46,0,75,34,12,0,34,12,0,0,0,0,0,12,0
Sioro-Neoku__go-peerflix,trivy,121,0,0,34,87,0,34,87,0,121,0,0,34,87,0,34,87,0,0,1,0,0,86,0
Sioro-Neoku__go-peerflix,cdxgen,34,0,87,34,0,0,34,0,0,34,0,87,34,0,0,34,0,0,0,0,0,0,0,0
Sioro-Neoku__go-peerflix,cyclonedx-gomod,36,0,85,34,2,0,34,2,0,36,0,85,34,2,0,34,2,0,0,1,0,0,1,0
Sirupsen__logrus,syft,6,0,1,5,1,0,5,1,0,6,0,1,5,1,0,5,1,0,0,0,0,0,1,0
Sirupsen__logrus,trivy,5,0,2,5,0,0,5,0,0,5,0,2,5,0,0,5,0,0,0,0,0,0,0,0
Sirupsen__logrus,cdxgen,5,0,2,5,0,0,5,0,0,5,0,2,5,0,0,5,0,0,0,0,0,0,0,0
Sirupsen__logrus,cyclonedx-gomod,2,0,5,2,0,3,2,0,3,2,0,5,2,0,3,2,0,3,0,0,0,0,0,0
SonicRoshan__straf,syft,6,0,1,1,5,0,5,1,0,6,0,1,1,5,0,5,1,0,4,0,0,0,1,0
SonicRoshan__straf,trivy,7,0,0,1,6,0,5,2,0,7,0,0,1,6,0,5,2,0,4,0,0,0,2,0
SonicRoshan__straf,cdxgen,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
SonicRoshan__straf,cyclonedx-gomod,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
VictoriaMetrics__fastcache,syft,0,6,0,3,3,0,4,2,0,0,6,0,3,3,0,4,2,0,1,0,0,2,0,0
VictoriaMetrics__fastcache,trivy,0,6,0,3,3,0,4,2,0,0,6,0,3,3,0,4,2,0,1,0,0,2,0,0
VictoriaMetrics__fastcache,cdxgen,0,6,0,3,3,0,4,2,0,0,6,0,3,3,0,4,2,0,1,0,0,2,0,0
VictoriaMetrics__fastcache,cyclonedx-gomod,0,3,0,3,0,0,3,0,1,0,3,0,3,0,0,3,0,1,0,0,0,0,0,0
Zaba505__gws,syft,24,0,9,2,22,0,2,22,0,24,0,9,2,22,0,2,22,0,0,0,0,0,22,0
Zaba505__gws,trivy,33,0,0,2,31,0,2,31,0,33,0,0,2,31,0,2,31,0,0,0,0,0,31,0
Zaba505__gws,cdxgen,2,0,31,2,0,0,2,0,0,2,0,31,2,0,0,2,0,0,0,0,0,0,0,0
Zaba505__gws,cyclonedx-gomod,2,0,31,2,0,0,2,0,0,2,0,31,2,0,0,2,0,0,0,0,0,0,0,0
davrodpin__mole,syft,30,0,22,17,13,0,20,10,0,30,0,22,17,13,0,20,10,0,3,0,0,1,9,0
davrodpin__mole,trivy,52,0,0,17,35,0,20,32,0,52,0,0,17,35,0,20,32,0,3,2,0,1,29,0
davrodpin__mole,cdxgen,17,0,35,17,0,0,17,0,3,17,0,35,17,0,0,17,0,3,0,0,0,0,0,0
davrodpin__mole,cyclonedx-gomod,20,0,32,17,3,0,17,3,3,20,0,32,17,3,0,17,3,3,0,2,0,1,0,0
ddddddO__gtree,syft,13,3,2,8,8,0,9,7,0,13,7,2,8,12,0,9,11,0,1,0,0,0,4,3
ddddddO__gtree,trivy,9,3,6,8,4,0,9,3,0,9,7,6,8,8,0,9,7,0,1,0,0,0,0,3
ddddddO__gtree,cdxgen,8,0,7,8,0,0,8,0,1,8,4,7,8,4,0,8,4,1,0,0,0,0,0,0
ddddddO__gtree,cyclonedx-gomod,8,0,7,8,0,0,8,0,1,8,0,7,8,0,0,8,0,1,0,0,0,0,0,0
deatil__go-jwt,syft,2,0,3,2,0,0,2,0,0,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0
deatil__go-jwt,trivy,2,0,3,2,0,0,2,0,0,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0
deatil__go-jwt,cdxgen,2,0,3,2,0,0,2,0,0,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0
deatil__go-jwt,cyclonedx-gomod,NA
dghubble__sling,syft,2,3,0,1,4,0,1,4,0,2,5,0,1,6,0,1,6,0,0,0,0,0,1,3
dghubble__sling,trivy,2,3,0,1,4,0,1,4,0,2,4,0,1,5,0,1,5,0,0,0,0,0,1,3
dghubble__sling,cdxgen,1,2,1,1,2,0,1,2,0,1,3,1,1,3,0,1,3,0,0,0,0,0,0,2
dghubble__sling,cyclonedx-gomod,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
dimiro1__banner,syft,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0
dimiro1__banner,trivy,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0
dimiro1__banner,cdxgen,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0
dimiro1__banner,cyclonedx-gomod,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0
go-music-theory__music-theory,syft,6,0,0,2,4,0,5,1,0,6,0,0,2,4,0,5,1,0,3,0,0,0,1,0
go-music-theory__music-theory,trivy,6,0,0,2,4,0,5,1,0,6,0,0,2,4,0,5,1,0,3,0,0,0,1,0
go-music-theory__music-theory,cdxgen,2,0,4,2,0,0,2,0,3,2,0,4,2,0,0,2,0,3,0,0,0,0,0,0
go-music-theory__music-theory,cyclonedx-gomod,2,0,4,2,0,0,2,0,3,2,0,4,2,0,0,2,0,3,0,0,0,0,0,0
gotidy__copy,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gotidy__copy,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gotidy__copy,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gotidy__copy,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
jeroenrinzema__psql-wire,syft,19,0,9,10,9,0,11,8,0,19,0,9,10,9,0,11,8,0,1,0,0,5,3,0
jeroenrinzema__psql-wire,trivy,16,0,12,10,6,0,11,5,0,16,0,12,10,6,0,11,5,0,1,0,0,5,0,0
jeroenrinzema__psql-wire,cdxgen,10,0,18,10,0,0,10,0,1,10,0,18,10,0,0,10,0,1,0,0,0,0,0,0
jeroenrinzema__psql-wire,cyclonedx-gomod,10,0,18,7,3,3,7,3,4,10,0,18,7,3,3,7,3,4,0,0,0,3,0,0
nilpoona__leakhound,syft,5,1,5,4,2,0,4,2,0,5,1,5,4,2,0,4,2,0,0,0,0,0,1,1
nilpoona__leakhound,trivy,4,1,6,4,1,0,4,1,0,4,1,6,4,1,0,4,1,0,0,0,0,0,0,1
nilpoona__leakhound,cdxgen,4,0,6,4,0,0,4,0,0,4,0,6,4,0,0,4,0,0,0,0,0,0,0,0
nilpoona__leakhound,cyclonedx-gomod,4,0,6,4,0,0,4,0,0,4,0,6,4,0,0,4,0,0,0,0,0,0,0,0
oakmound__oak,syft,20,2,10,14,8,0,14,8,0,20,3,10,14,9,0,14,9,0,0,3,2,1,0,2
oakmound__oak,trivy,20,2,10,14,8,0,14,8,0,20,3,10,14,9,0,14,9,0,0,3,2,1,0,2
oakmound__oak,cdxgen,14,1,16,14,1,0,14,1,0,14,1,16,14,1,0,14,1,0,0,0,0,0,0,1
oakmound__oak,cyclonedx-gomod,20,0,10,14,6,0,14,6,0,20,0,10,14,6,0,14,6,0,0,3,2,1,0,0
osamingo__jsonrpc,syft,11,0,2,7,4,0,10,1,0,11,0,2,7,4,0,10,1,0,3,0,0,0,1,0
osamingo__jsonrpc,trivy,10,0,3,7,3,0,10,0,0,10,0,3,7,3,0,10,0,0,3,0,0,0,0,0
osamingo__jsonrpc,cdxgen,7,0,6,7,0,0,7,0,3,7,0,6,7,0,0,7,0,3,0,0,0,0,0,0
osamingo__jsonrpc,cyclonedx-gomod,7,0,6,7,0,0,7,0,3,7,0,6,7,0,0,7,0,3,0,0,0,0,0,0
paololazzari__play,syft,19,0,12,14,5,0,14,5,0,19,0,12,14,5,0,14,5,0,0,1,0,0,4,0
paololazzari__play,trivy,15,0,16,14,1,0,14,1,0,15,0,16,14,1,0,14,1,0,0,1,0,0,0,0
paololazzari__play,cdxgen,14,0,17,14,0,0,14,0,0,14,0,17,14,0,0,14,0,0,0,0,0,0,0,0
paololazzari__play,cyclonedx-gomod,15,0,16,14,1,0,14,1,0,15,0,16,14,1,0,14,1,0,0,1,0,0,0,0
pascaldekloe__colfer,syft,5,0,9,3,2,0,4,1,0,5,3,9,3,5,0,4,4,0,1,0,1,0,0,0
pascaldekloe__colfer,trivy,NA
pascaldekloe__colfer,cdxgen,3,0,11,3,0,0,3,0,1,3,0,11,3,0,0,3,0,1,0,0,0,0,0,0
pascaldekloe__colfer,cyclonedx-gomod,3,0,11,3,0,0,3,0,1,3,0,11,3,0,0,3,0,1,0,0,0,0,0,0
peterh__liner,syft,2,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0
peterh__liner,trivy,2,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0
peterh__liner,cdxgen,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
peterh__liner,cyclonedx-gomod,2,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0
romshark__yamagiconf,syft,17,0,6,9,8,0,12,5,0,17,0,6,9,8,0,12,5,0,3,0,0,1,4,0
romshark__yamagiconf,trivy,13,0,10,9,4,0,12,1,0,13,0,10,9,4,0,12,1,0,3,0,0,1,0,0
romshark__yamagiconf,cdxgen,9,0,14,9,0,0,9,0,3,9,0,14,9,0,0,9,0,3,0,0,0,0,0,0
romshark__yamagiconf,cyclonedx-gomod,9,0,14,9,0,0,9,0,3,9,0,14,9,0,0,9,0,3,0,0,0,0,0,0
steambap__captcha,syft,2,0,1,2,0,0,2,0,0,2,1,1,2,1,0,2,1,0,0,0,0,0,0,0
steambap__captcha,trivy,3,2,0,2,3,0,2,3,0,2,4,1,2,4,0,2,4,0,0,0,0,0,0,3
steambap__captcha,cdxgen,NA
steambap__captcha,cyclonedx-gomod,2,0,1,2,0,0,2,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0
tsenart__vegeta,syft,37,0,179,20,17,0,31,6,0,37,0,179,20,17,0,31,6,0,11,0,0,5,1,0
tsenart__vegeta,trivy,36,0,180,20,16,0,31,5,0,36,0,180,20,16,0,31,5,0,11,0,0,5,0,0
tsenart__vegeta,cdxgen,20,0,196,20,0,0,20,0,11,20,0,196,20,0,0,20,0,11,0,0,0,0,0,0
tsenart__vegeta,cyclonedx-gomod,20,0,196,20,0,0,20,0,11,20,0,196,20,0,0,20,0,11,0,0,0,0,0,0
unki2aut__go-mpd,syft,5,0,5,1,4,0,4,1,0,5,0,5,1,4,0,4,1,0,3,0,0,1,0,0
unki2aut__go-mpd,trivy,5,0,5,1,4,0,4,1,0,5,0,5,1,4,0,4,1,0,3,0,0,1,0,0
unki2aut__go-mpd,cdxgen,1,0,9,1,0,0,1,0,3,1,0,9,1,0,0,1,0,3,0,0,0,0,0,0
unki2aut__go-mpd,cyclonedx-gomod,1,0,9,1,0,0,1,0,3,1,0,9,1,0,0,1,0,3,0,0,0,0,0,0
